CustomerID,VehicleAttribute,VehicleAttributeDetails
Cust16529,VehicleModel,Pathfinder
Cust2594,VehicleModel,X6
Cust12573,VehicleModel,RSX
Cust20381,VehicleModel,93
Cust25894,VehicleModel,Wrangler
Cust3421,VehicleModel,Jetta
Cust31220,VehicleModel,Wrangler
Cust22522,VehicleModel,Escape
Cust6385,VehicleModel,Grand Cherokee
Cust36743,VehicleModel,Escape
Cust9699,VehicleModel,E400
Cust24804,VehicleModel,Fusion
Cust8697,VehicleModel,93
Cust24010,VehicleModel,Neon
Cust6850,VehicleModel,ML350
Cust36702,VehicleModel,Escape
Cust25398,VehicleModel,F150
Cust33889,VehicleModel,Maxima
Cust30266,VehicleModel,Pathfinder
Cust28357,VehicleModel,RSX
Cust3414,VehicleModel,Civic
Cust20128,VehicleModel,3 Series
Cust6800,VehicleModel,Highlander
Cust36423,VehicleModel,CRV
Cust5336,VehicleModel,M5
Cust28130,VehicleModel,Silverado
Cust21673,VehicleModel,CRV
Cust26846,VehicleModel,E400
Cust35996,VehicleModel,Tahoe
Cust26530,VehicleModel,Tahoe
Cust34638,VehicleModel,A5
Cust22881,VehicleModel,RAM
Cust6086,VehicleModel,Escape
Cust19789,VehicleModel,Highlander
Cust19934,VehicleModel,Silverado
Cust38553,VehicleModel,Wrangler
Cust6121,VehicleModel,RAM
Cust18145,VehicleModel,Pathfinder
Cust2385,VehicleModel,Forrestor
Cust29334,VehicleModel,Silverado
Cust1938,VehicleModel,Grand Cherokee
Cust20938,VehicleModel,Passat
Cust26709,VehicleModel,Jetta
Cust14414,VehicleModel,Civic
Cust10957,VehicleModel,MDX
Cust24099,VehicleModel,A5
Cust12895,VehicleModel,Grand Cherokee
Cust5462,VehicleModel,Maxima
Cust19193,VehicleModel,X5
Cust19834,VehicleModel,RAM
Cust11416,VehicleModel,95
Cust8731,VehicleModel,RAM
Cust28671,VehicleModel,Legacy
Cust35302,VehicleModel,Grand Cherokee
Cust26159,VehicleModel,MDX
Cust27805,VehicleModel,A3
Cust15064,VehicleModel,TL
Cust33877,VehicleModel,Silverado
Cust26503,VehicleModel,3 Series
Cust20384,VehicleModel,93
Cust37479,VehicleModel,E400
Cust34230,VehicleModel,MDX
Cust39129,VehicleModel,Civic
Cust4306,VehicleModel,Fusion
Cust36749,VehicleModel,MDX
Cust24545,VehicleModel,92x
Cust23586,VehicleModel,MDX
Cust35978,VehicleModel,95
Cust14888,VehicleModel,X5
Cust5201,VehicleModel,A5
Cust9335,VehicleModel,Accord
Cust36425,VehicleModel,CRV
Cust37705,VehicleModel,Wrangler
Cust33209,VehicleModel,93
Cust18452,VehicleModel,95
Cust26023,VehicleModel,F150
Cust32223,VehicleModel,Ultima
Cust29294,VehicleModel,Ultima
Cust9420,VehicleModel,E400
Cust17177,VehicleModel,Escape
Cust21647,VehicleModel,RAM
Cust33431,VehicleModel,RAM
Cust17129,VehicleModel,Maxima
Cust26691,VehicleModel,Legacy
Cust16719,VehicleModel,A5
Cust7748,VehicleModel,CRV
Cust11997,VehicleModel,95
Cust21606,VehicleModel,F150
Cust3992,VehicleModel,F150
Cust26004,VehicleModel,RAM
Cust26017,VehicleModel,95
Cust10655,VehicleModel,Passat
Cust10706,VehicleModel,ML350
Cust8382,VehicleModel,93
Cust10935,VehicleModel,Camry
Cust35491,VehicleModel,MDX
Cust5312,VehicleModel,C300
Cust34710,VehicleModel,TL
Cust12647,VehicleModel,E400
Cust17613,VehicleModel,Wrangler
Cust6090,VehicleModel,A5
Cust29773,VehicleModel,Wrangler
Cust20017,VehicleModel,A3
Cust25279,VehicleModel,E400
Cust17255,VehicleModel,Escape
Cust32472,VehicleModel,3 Series
Cust24260,VehicleModel,Tahoe
Cust38856,VehicleModel,Civic
Cust30520,VehicleModel,Neon
Cust32199,VehicleModel,Accord
Cust10170,VehicleModel,Neon
Cust26591,VehicleModel,92x
Cust19287,VehicleModel,Escape
Cust18335,VehicleModel,TL
Cust5417,VehicleModel,A3
Cust26733,VehicleModel,Neon
Cust5245,VehicleModel,CRV
Cust1766,VehicleModel,Forrestor
Cust23092,VehicleModel,Silverado
Cust6383,VehicleModel,Wrangler
Cust19260,VehicleModel,Accord
Cust3551,VehicleModel,F150
Cust20073,VehicleModel,Impreza
Cust39288,VehicleModel,MDX
Cust3688,VehicleModel,ML350
Cust8950,VehicleModel,MDX
Cust5303,VehicleModel,Forrestor
Cust14921,VehicleModel,RAM
Cust19816,VehicleModel,Neon
Cust26148,VehicleModel,Impreza
Cust6044,VehicleModel,F150
Cust37167,VehicleModel,A3
Cust8943,VehicleModel,Wrangler
Cust29658,VehicleModel,Wrangler
Cust17543,VehicleModel,95
Cust35344,VehicleModel,A5
Cust8536,VehicleModel,TL
Cust17382,VehicleModel,TL
Cust9801,VehicleModel,A3
Cust8130,VehicleModel,95
Cust11336,VehicleModel,A3
Cust27870,VehicleModel,E400
Cust26393,VehicleModel,Malibu
Cust2832,VehicleModel,Forrestor
Cust22923,VehicleModel,Forrestor
Cust7722,VehicleModel,M5
Cust37577,VehicleModel,Malibu
Cust19296,VehicleModel,X5
Cust35273,VehicleModel,Jetta
Cust38002,VehicleModel,95
Cust7463,VehicleModel,Jetta
Cust26822,VehicleModel,M5
Cust1198,VehicleModel,MDX
Cust7366,VehicleModel,C300
Cust33888,VehicleModel,A3
Cust15147,VehicleModel,Malibu
Cust20661,VehicleModel,RSX
Cust13067,VehicleModel,TL
Cust9195,VehicleModel,92x
Cust2791,VehicleModel,Ultima
Cust7716,VehicleModel,Impreza
Cust35727,VehicleModel,Forrestor
Cust28934,VehicleModel,A3
Cust28319,VehicleModel,RAM
Cust17956,VehicleModel,Tahoe
Cust14492,VehicleModel,Highlander
Cust35843,VehicleModel,Jetta
Cust28444,VehicleModel,95
Cust38092,VehicleModel,A3
Cust20109,VehicleModel,Passat
Cust31170,VehicleModel,95
Cust12580,VehicleModel,Highlander
Cust12397,VehicleModel,X6
Cust19508,VehicleModel,Civic
Cust31727,VehicleModel,MDX
Cust1512,VehicleModel,Jetta
Cust21382,VehicleModel,RAM
Cust18118,VehicleModel,Jetta
Cust16290,VehicleModel,Ultima
Cust31242,VehicleModel,Forrestor
Cust2886,VehicleModel,95
Cust36784,VehicleModel,RSX
Cust1900,VehicleModel,92x
Cust24541,VehicleModel,E400
Cust15286,VehicleModel,RAM
Cust3078,VehicleModel,Corolla
Cust20695,VehicleModel,92x
Cust6548,VehicleModel,Grand Cherokee
Cust16251,VehicleModel,Forrestor
Cust13962,VehicleModel,92x
Cust1309,VehicleModel,Legacy
Cust29867,VehicleModel,Malibu
Cust19725,VehicleModel,Wrangler
Cust22985,VehicleModel,Pathfinder
Cust30117,VehicleModel,F150
Cust16315,VehicleModel,E400
Cust30241,VehicleModel,Jetta
Cust20684,VehicleModel,Civic
Cust15146,VehicleModel,Neon
Cust31818,VehicleModel,E400
Cust1872,VehicleModel,Wrangler
Cust12862,VehicleModel,A3
Cust37831,VehicleModel,Forrestor
Cust30116,VehicleModel,M5
Cust14322,VehicleModel,Passat
Cust30430,VehicleModel,Maxima
Cust28627,VehicleModel,Grand Cherokee
Cust31128,VehicleModel,93
Cust13964,VehicleModel,RAM
Cust34157,VehicleModel,X6
Cust36741,VehicleModel,Escape
Cust16140,VehicleModel,Forrestor
Cust2911,VehicleModel,Maxima
Cust39283,VehicleModel,MDX
Cust7943,VehicleModel,Forrestor
Cust9913,VehicleModel,3 Series
Cust2099,VehicleModel,A3
Cust24885,VehicleModel,F150
Cust27244,VehicleModel,3 Series
Cust37168,VehicleModel,95
Cust30281,VehicleModel,Legacy
Cust30319,VehicleModel,A5
Cust11928,VehicleModel,F150
Cust28435,VehicleModel,Pathfinder
Cust7498,VehicleModel,92x
Cust6701,VehicleModel,ML350
Cust17192,VehicleModel,Corolla
Cust29616,VehicleModel,TL
Cust32806,VehicleModel,Highlander
Cust20572,VehicleModel,Jetta
Cust32331,VehicleModel,Legacy
Cust9099,VehicleModel,Passat
Cust29064,VehicleModel,Jetta
Cust21753,VehicleModel,Passat
Cust18590,VehicleModel,E400
Cust2660,VehicleModel,A5
Cust11598,VehicleModel,92x
Cust37511,VehicleModel,Jetta
Cust20165,VehicleModel,Ultima
Cust2206,VehicleModel,MDX
Cust15070,VehicleModel,92x
Cust33590,VehicleModel,Pathfinder
Cust20406,VehicleModel,Legacy
Cust26431,VehicleModel,Legacy
Cust16105,VehicleModel,E400
Cust38030,VehicleModel,Pathfinder
Cust18028,VehicleModel,Malibu
Cust14971,VehicleModel,Jetta
Cust22914,VehicleModel,Silverado
Cust26539,VehicleModel,Fusion
Cust7187,VehicleModel,ML350
Cust13806,VehicleModel,MDX
Cust27214,VehicleModel,M5
Cust24973,VehicleModel,93
Cust6901,VehicleModel,93
Cust13677,VehicleModel,Corolla
Cust31851,VehicleModel,93
Cust29196,VehicleModel,95
Cust2189,VehicleModel,Forrestor
Cust6117,VehicleModel,ML350
Cust24857,VehicleModel,Neon
Cust29666,VehicleModel,F150
Cust9189,VehicleModel,92x
Cust10317,VehicleModel,CRV
Cust28908,VehicleModel,Camry
Cust25526,VehicleModel,Passat
Cust22163,VehicleModel,E400
Cust1592,VehicleModel,CRV
Cust5543,VehicleModel,92x
Cust9177,VehicleModel,Tahoe
Cust20380,VehicleModel,Escape
Cust27878,VehicleModel,F150
Cust30512,VehicleModel,95
Cust30823,VehicleModel,Malibu
Cust28755,VehicleModel,Maxima
Cust37093,VehicleModel,Jetta
Cust26350,VehicleModel,M5
Cust9064,VehicleModel,Ultima
Cust3387,VehicleModel,Jetta
Cust8452,VehicleModel,Camry
Cust24839,VehicleModel,ML350
Cust21927,VehicleModel,Accord
Cust27034,VehicleModel,Neon
Cust11183,VehicleModel,E400
Cust9845,VehicleModel,Silverado
Cust27572,VehicleModel,92x
Cust29701,VehicleModel,TL
Cust25604,VehicleModel,Wrangler
Cust35295,VehicleModel,Fusion
Cust22631,VehicleModel,Escape
Cust23688,VehicleModel,RAM
Cust25538,VehicleModel,RSX
Cust26345,VehicleModel,Civic
Cust33108,VehicleModel,93
Cust30684,VehicleModel,Ultima
Cust22165,VehicleModel,Escape
Cust11036,VehicleModel,F150
Cust38392,VehicleModel,X5
Cust25928,VehicleModel,Legacy
Cust18474,VehicleModel,ML350
Cust28566,VehicleModel,Wrangler
Cust8633,VehicleModel,MDX
Cust10345,VehicleModel,3 Series
Cust9937,VehicleModel,F150
Cust35636,VehicleModel,Neon
Cust31587,VehicleModel,E400
Cust28346,VehicleModel,Forrestor
Cust13483,VehicleModel,Wrangler
Cust27924,VehicleModel,Impreza
Cust35874,VehicleModel,Ultima
Cust4051,VehicleModel,Wrangler
Cust8038,VehicleModel,Forrestor
Cust13532,VehicleModel,Corolla
Cust11767,VehicleModel,Civic
Cust19811,VehicleModel,F150
Cust30822,VehicleModel,MDX
Cust7982,VehicleModel,Jetta
Cust3129,VehicleModel,Silverado
Cust28104,VehicleModel,Legacy
Cust31015,VehicleModel,Legacy
Cust31606,VehicleModel,Fusion
Cust28760,VehicleModel,95
Cust19828,VehicleModel,Legacy
Cust37297,VehicleModel,Neon
Cust20120,VehicleModel,Escape
Cust7680,VehicleModel,X6
Cust37948,VehicleModel,C300
Cust11298,VehicleModel,Forrestor
Cust4000,VehicleModel,Silverado
Cust1325,VehicleModel,CRV
Cust29740,VehicleModel,Forrestor
Cust24389,VehicleModel,MDX
Cust12113,VehicleModel,ML350
Cust13569,VehicleModel,3 Series
Cust31737,VehicleModel,Legacy
Cust12842,VehicleModel,F150
Cust5645,VehicleModel,Wrangler
Cust27248,VehicleModel,Maxima
Cust12869,VehicleModel,RAM
Cust17103,VehicleModel,95
Cust25277,VehicleModel,E400
Cust14881,VehicleModel,Neon
Cust12974,VehicleModel,Fusion
Cust7944,VehicleModel,Forrestor
Cust3455,VehicleModel,Silverado
Cust6928,VehicleModel,Civic
Cust17279,VehicleModel,F150
Cust19310,VehicleModel,Wrangler
Cust1571,VehicleModel,Jetta
Cust6859,VehicleModel,Highlander
Cust12683,VehicleModel,Camry
Cust28875,VehicleModel,Malibu
Cust11029,VehicleModel,Wrangler
Cust11967,VehicleModel,Legacy
Cust28854,VehicleModel,95
Cust37387,VehicleModel,Grand Cherokee
Cust36816,VehicleModel,Corolla
Cust25837,VehicleModel,MDX
Cust4105,VehicleModel,Escape
Cust2022,VehicleModel,Civic
Cust29288,VehicleModel,E400
Cust25078,VehicleModel,TL
Cust23282,VehicleModel,X5
Cust10543,VehicleModel,Jetta
Cust7097,VehicleModel,Escape
Cust28664,VehicleModel,Legacy
Cust28924,VehicleModel,Malibu
Cust27619,VehicleModel,Wrangler
Cust36570,VehicleModel,A3
Cust22657,VehicleModel,Malibu
Cust26095,VehicleModel,Maxima
Cust31153,VehicleModel,ML350
Cust13463,VehicleModel,Forrestor
Cust15339,VehicleModel,Jetta
Cust1621,VehicleModel,Passat
Cust27842,VehicleModel,RAM
Cust19001,VehicleModel,Camry
Cust30975,VehicleModel,MDX
Cust6651,VehicleModel,Grand Cherokee
Cust20205,VehicleModel,92x
Cust12710,VehicleModel,Civic
Cust5743,VehicleModel,Impreza
Cust23838,VehicleModel,Passat
Cust18826,VehicleModel,Wrangler
Cust28074,VehicleModel,Fusion
Cust33475,VehicleModel,A5
Cust23990,VehicleModel,Passat
Cust16420,VehicleModel,Pathfinder
Cust19939,VehicleModel,F150
Cust5939,VehicleModel,Malibu
Cust5819,VehicleModel,M5
Cust16969,VehicleModel,Legacy
Cust33659,VehicleModel,Pathfinder
Cust16463,VehicleModel,Maxima
Cust22637,VehicleModel,Tahoe
Cust13506,VehicleModel,Highlander
Cust15177,VehicleModel,Grand Cherokee
Cust32436,VehicleModel,92x
Cust37962,VehicleModel,Legacy
Cust5905,VehicleModel,3 Series
Cust4196,VehicleModel,Grand Cherokee
Cust15680,VehicleModel,Impreza
Cust16939,VehicleModel,Civic
Cust2388,VehicleModel,Forrestor
Cust36932,VehicleModel,Neon
Cust22949,VehicleModel,Camry
Cust14931,VehicleModel,Legacy
Cust28515,VehicleModel,F150
Cust11207,VehicleModel,Escape
Cust36489,VehicleModel,RAM
Cust3880,VehicleModel,Grand Cherokee
Cust34703,VehicleModel,Escape
Cust21339,VehicleModel,Silverado
Cust4458,VehicleModel,Escape
Cust38728,VehicleModel,Wrangler
Cust26005,VehicleModel,F150
Cust12589,VehicleModel,E400
Cust33392,VehicleModel,Highlander
Cust32911,VehicleModel,RSX
Cust28629,VehicleModel,Silverado
Cust24091,VehicleModel,93
Cust8916,VehicleModel,92x
Cust28943,VehicleModel,Forrestor
Cust29404,VehicleModel,Neon
Cust31770,VehicleModel,X5
Cust2441,VehicleModel,A3
Cust28412,VehicleModel,3 Series
Cust10137,VehicleModel,CRV
Cust14967,VehicleModel,Forrestor
Cust13136,VehicleModel,RAM
Cust17970,VehicleModel,MDX
Cust1801,VehicleModel,MDX
Cust32831,VehicleModel,Maxima
Cust1339,VehicleModel,92x
Cust16708,VehicleModel,Legacy
Cust21739,VehicleModel,CRV
Cust12437,VehicleModel,Tahoe
Cust17959,VehicleModel,93
Cust36234,VehicleModel,Legacy
Cust11996,VehicleModel,Legacy
Cust16407,VehicleModel,Neon
Cust8168,VehicleModel,X6
Cust11615,VehicleModel,Civic
Cust13403,VehicleModel,Passat
Cust37537,VehicleModel,Passat
Cust32738,VehicleModel,RSX
Cust9884,VehicleModel,Tahoe
Cust7070,VehicleModel,RAM
Cust14035,VehicleModel,MDX
Cust25390,VehicleModel,Pathfinder
Cust20274,VehicleModel,Escape
Cust5802,VehicleModel,A3
Cust27632,VehicleModel,Neon
Cust31799,VehicleModel,RAM
Cust8131,VehicleModel,Highlander
Cust13237,VehicleModel,TL
Cust26341,VehicleModel,Civic
Cust29431,VehicleModel,F150
Cust33923,VehicleModel,A5
Cust35024,VehicleModel,Passat
Cust30946,VehicleModel,Maxima
Cust21431,VehicleModel,Legacy
Cust39010,VehicleModel,Civic
Cust8791,VehicleModel,Impreza
Cust24952,VehicleModel,Wrangler
Cust6757,VehicleModel,E400
Cust24768,VehicleModel,Camry
Cust20813,VehicleModel,Maxima
Cust35299,VehicleModel,Grand Cherokee
Cust24930,VehicleModel,Wrangler
Cust15823,VehicleModel,Accord
Cust17626,VehicleModel,Grand Cherokee
Cust36949,VehicleModel,RAM
Cust32270,VehicleModel,Grand Cherokee
Cust6008,VehicleModel,Corolla
Cust5046,VehicleModel,Forrestor
Cust13016,VehicleModel,Highlander
Cust32669,VehicleModel,A3
Cust11539,VehicleModel,MDX
Cust13851,VehicleModel,Camry
Cust37149,VehicleModel,C300
Cust22246,VehicleModel,Camry
Cust37398,VehicleModel,Escape
Cust28711,VehicleModel,Jetta
Cust3951,VehicleModel,Forrestor
Cust35863,VehicleModel,Maxima
Cust1536,VehicleModel,MDX
Cust1994,VehicleModel,Passat
Cust1631,VehicleModel,Malibu
Cust30182,VehicleModel,X5
Cust35276,VehicleModel,Jetta
Cust35678,VehicleModel,Neon
Cust6670,VehicleModel,Impreza
Cust17191,VehicleModel,Pathfinder
Cust34451,VehicleModel,Fusion
Cust24811,VehicleModel,CRV
Cust11386,VehicleModel,Wrangler
Cust5944,VehicleModel,93
Cust3774,VehicleModel,Grand Cherokee
Cust15874,VehicleModel,Wrangler
Cust23265,VehicleModel,92x
Cust34193,VehicleModel,MDX
Cust18244,VehicleModel,Impreza
Cust4625,VehicleModel,Silverado
Cust8255,VehicleModel,RAM
Cust12966,VehicleModel,Fusion
Cust35448,VehicleModel,Legacy
Cust10536,VehicleModel,Escape
Cust28785,VehicleModel,Wrangler
Cust29901,VehicleModel,A5
Cust22546,VehicleModel,Tahoe
Cust27488,VehicleModel,Pathfinder
Cust31146,VehicleModel,A3
Cust22959,VehicleModel,F150
Cust33052,VehicleModel,Corolla
Cust26632,VehicleModel,Impreza
Cust13298,VehicleModel,Maxima
Cust8039,VehicleModel,RAM
Cust7154,VehicleModel,X6
Cust22356,VehicleModel,A3
Cust38135,VehicleModel,95
Cust20130,VehicleModel,Tahoe
Cust12661,VehicleModel,Highlander
Cust9355,VehicleModel,Tahoe
Cust9724,VehicleModel,Silverado
Cust31758,VehicleModel,Pathfinder
Cust29197,VehicleModel,95
Cust33203,VehicleModel,Pathfinder
Cust12250,VehicleModel,MDX
Cust18451,VehicleModel,95
Cust33455,VehicleModel,F150
Cust1946,VehicleModel,Forrestor
Cust6544,VehicleModel,TL
Cust19580,VehicleModel,Silverado
Cust6125,VehicleModel,92x
Cust31592,VehicleModel,Escape
Cust20106,VehicleModel,Corolla
Cust11815,VehicleModel,ML350
Cust25925,VehicleModel,Accord
Cust32066,VehicleModel,92x
Cust19329,VehicleModel,Wrangler
Cust3266,VehicleModel,Passat
Cust8992,VehicleModel,ML350
Cust4572,VehicleModel,Passat
Cust26904,VehicleModel,TL
Cust34194,VehicleModel,MDX
Cust21248,VehicleModel,Camry
Cust19852,VehicleModel,Highlander
Cust16538,VehicleModel,93
Cust21360,VehicleModel,Malibu
Cust4829,VehicleModel,Civic
Cust19538,VehicleModel,A3
Cust17400,VehicleModel,Malibu
Cust12500,VehicleModel,A5
Cust3912,VehicleModel,95
Cust12151,VehicleModel,A3
Cust38198,VehicleModel,Accord
Cust39206,VehicleModel,C300
Cust3479,VehicleModel,93
Cust2124,VehicleModel,Maxima
Cust10701,VehicleModel,95
Cust5248,VehicleModel,92x
Cust17734,VehicleModel,Ultima
Cust29131,VehicleModel,95
Cust3778,VehicleModel,M5
Cust29711,VehicleModel,RAM
Cust14398,VehicleModel,Maxima
Cust36947,VehicleModel,CRV
Cust33116,VehicleModel,Escape
Cust39406,VehicleModel,Malibu
Cust32770,VehicleModel,92x
Cust6423,VehicleModel,Jetta
Cust1883,VehicleModel,3 Series
Cust28519,VehicleModel,RSX
Cust31868,VehicleModel,MDX
Cust7407,VehicleModel,A3
Cust26818,VehicleModel,X5
Cust24145,VehicleModel,A3
Cust8748,VehicleModel,Pathfinder
Cust15458,VehicleModel,Civic
Cust9199,VehicleModel,E400
Cust27843,VehicleModel,Silverado
Cust13667,VehicleModel,Passat
Cust33925,VehicleModel,RAM
Cust26006,VehicleModel,F150
Cust32433,VehicleModel,RAM
Cust8524,VehicleModel,E400
Cust10067,VehicleModel,Grand Cherokee
Cust4183,VehicleModel,MDX
Cust14679,VehicleModel,Jetta
Cust15203,VehicleModel,Neon
Cust15190,VehicleModel,Tahoe
Cust31223,VehicleModel,RAM
Cust4878,VehicleModel,X6
Cust6009,VehicleModel,C300
Cust8802,VehicleModel,92x
Cust27693,VehicleModel,Highlander
Cust10605,VehicleModel,Wrangler
Cust19609,VehicleModel,Passat
Cust20502,VehicleModel,Grand Cherokee
Cust22366,VehicleModel,Tahoe
Cust6052,VehicleModel,E400
Cust10474,VehicleModel,F150
Cust28920,VehicleModel,Passat
Cust20742,VehicleModel,Jetta
Cust2645,VehicleModel,Highlander
Cust13689,VehicleModel,Wrangler
Cust24408,VehicleModel,E400
Cust30448,VehicleModel,Corolla
Cust5350,VehicleModel,Highlander
Cust10356,VehicleModel,A3
Cust25303,VehicleModel,M5
Cust1085,VehicleModel,A3
Cust29628,VehicleModel,Jetta
Cust24348,VehicleModel,3 Series
Cust18239,VehicleModel,Jetta
Cust17211,VehicleModel,C300
Cust5602,VehicleModel,Highlander
Cust20368,VehicleModel,ML350
Cust13741,VehicleModel,Pathfinder
Cust3975,VehicleModel,MDX
Cust27904,VehicleModel,Fusion
Cust33776,VehicleModel,Forrestor
Cust35297,VehicleModel,Grand Cherokee
Cust2584,VehicleModel,Accord
Cust8854,VehicleModel,Civic
Cust33142,VehicleModel,X6
Cust15706,VehicleModel,95
Cust34987,VehicleModel,A5
Cust38482,VehicleModel,Impreza
Cust27954,VehicleModel,Pathfinder
Cust27750,VehicleModel,X6
Cust16327,VehicleModel,F150
Cust31995,VehicleModel,Camry
Cust3249,VehicleModel,Legacy
Cust25210,VehicleModel,Wrangler
Cust24062,VehicleModel,RAM
Cust29510,VehicleModel,ML350
Cust1823,VehicleModel,Civic
Cust11031,VehicleModel,RAM
Cust20503,VehicleModel,Escape
