CustomerID,VehicleAttribute,VehicleAttributeDetails
Cust6590,VehicleID,Vehicle37318
Cust10877,VehicleID,Vehicle26154
Cust5033,VehicleID,Vehicle9007
Cust4078,VehicleID,Vehicle26842
Cust33959,VehicleID,Vehicle4907
Cust38133,VehicleID,Vehicle17147
Cust29890,VehicleID,Vehicle22801
Cust6111,VehicleID,Vehicle35555
Cust33402,VehicleID,Vehicle26916
Cust39191,VehicleID,Vehicle34216
Cust31400,VehicleID,Vehicle14434
Cust28833,VehicleID,Vehicle1923
Cust34770,VehicleID,Vehicle21212
Cust34214,VehicleID,Vehicle25920
Cust19017,VehicleID,Vehicle11768
Cust16118,VehicleID,Vehicle33620
Cust22761,VehicleID,Vehicle18964
Cust26382,VehicleID,Vehicle12786
Cust19782,VehicleID,Vehicle23205
Cust33818,VehicleID,Vehicle5822
Cust10246,VehicleID,Vehicle5783
Cust3955,VehicleID,Vehicle9143
Cust10081,VehicleID,Vehicle22413
Cust39361,VehicleID,Vehicle14194
Cust23188,VehicleID,Vehicle34038
Cust24952,VehicleID,Vehicle6730
Cust37663,VehicleID,Vehicle36366
Cust27146,VehicleID,Vehicle29492
Cust14063,VehicleID,Vehicle39634
Cust16726,VehicleID,Vehicle17034
Cust23635,VehicleID,Vehicle31512
Cust20867,VehicleID,Vehicle4341
Cust30456,VehicleID,Vehicle2935
Cust30909,VehicleID,Vehicle16714
Cust20155,VehicleID,Vehicle30456
Cust16102,VehicleID,Vehicle21090
Cust18028,VehicleID,Vehicle30740
Cust30607,VehicleID,Vehicle1634
Cust2097,VehicleID,Vehicle23581
Cust17373,VehicleID,Vehicle35080
Cust12851,VehicleID,Vehicle7758
Cust1390,VehicleID,Vehicle3450
Cust29954,VehicleID,Vehicle19381
Cust5654,VehicleID,Vehicle16035
Cust30509,VehicleID,Vehicle23583
Cust20328,VehicleID,Vehicle20434
Cust1387,VehicleID,Vehicle33917
Cust12357,VehicleID,Vehicle30960
Cust9023,VehicleID,Vehicle31377
Cust30708,VehicleID,Vehicle17524
Cust9481,VehicleID,Vehicle32221
Cust3624,VehicleID,Vehicle3530
Cust5645,VehicleID,Vehicle33134
Cust23959,VehicleID,Vehicle3905
Cust20827,VehicleID,Vehicle30701
Cust23906,VehicleID,Vehicle37477
Cust18823,VehicleID,Vehicle7629
Cust36413,VehicleID,Vehicle37927
Cust33911,VehicleID,Vehicle23346
Cust13420,VehicleID,Vehicle7606
Cust31009,VehicleID,Vehicle32821
Cust24188,VehicleID,Vehicle26313
Cust5223,VehicleID,Vehicle14243
Cust30822,VehicleID,Vehicle26576
Cust39036,VehicleID,Vehicle37784
Cust32055,VehicleID,Vehicle38032
Cust27988,VehicleID,Vehicle28066
Cust14597,VehicleID,Vehicle36586
Cust30115,VehicleID,Vehicle4328
Cust2251,VehicleID,Vehicle8365
Cust26479,VehicleID,Vehicle18743
Cust2073,VehicleID,Vehicle19190
Cust39267,VehicleID,Vehicle6432
Cust34311,VehicleID,Vehicle3223
Cust6581,VehicleID,Vehicle5420
Cust25615,VehicleID,Vehicle19030
Cust25236,VehicleID,Vehicle36388
Cust30431,VehicleID,Vehicle29780
Cust19856,VehicleID,Vehicle8421
Cust38609,VehicleID,Vehicle7765
Cust33132,VehicleID,Vehicle10199
Cust30762,VehicleID,Vehicle30932
Cust32917,VehicleID,Vehicle29649
Cust12444,VehicleID,Vehicle17597
Cust27140,VehicleID,Vehicle17069
Cust30707,VehicleID,Vehicle35495
Cust2580,VehicleID,Vehicle30586
Cust22878,VehicleID,Vehicle4222
Cust15089,VehicleID,Vehicle38683
Cust13371,VehicleID,Vehicle2782
Cust35918,VehicleID,Vehicle23434
Cust32743,VehicleID,Vehicle30300
Cust26306,VehicleID,Vehicle9706
Cust18247,VehicleID,Vehicle1489
Cust18959,VehicleID,Vehicle7402
Cust38974,VehicleID,Vehicle15108
Cust14755,VehicleID,Vehicle31614
Cust30093,VehicleID,Vehicle17710
Cust2497,VehicleID,Vehicle10718
Cust13454,VehicleID,Vehicle38971
Cust30968,VehicleID,Vehicle1526
Cust16028,VehicleID,Vehicle32304
Cust29229,VehicleID,Vehicle19814
Cust19585,VehicleID,Vehicle23161
Cust27794,VehicleID,Vehicle16579
Cust22467,VehicleID,Vehicle29723
Cust12256,VehicleID,Vehicle28274
Cust27846,VehicleID,Vehicle21014
Cust14817,VehicleID,Vehicle28930
Cust24000,VehicleID,Vehicle20697
Cust1819,VehicleID,Vehicle24579
Cust16030,VehicleID,Vehicle7733
Cust13535,VehicleID,Vehicle11346
Cust16787,VehicleID,Vehicle25718
Cust15116,VehicleID,Vehicle34131
Cust14168,VehicleID,Vehicle25801
Cust28629,VehicleID,Vehicle18995
Cust7624,VehicleID,Vehicle25020
Cust38401,VehicleID,Vehicle2040
Cust21863,VehicleID,Vehicle30922
Cust26334,VehicleID,Vehicle15436
Cust20672,VehicleID,Vehicle34585
Cust15253,VehicleID,Vehicle20008
Cust17185,VehicleID,Vehicle34739
Cust9373,VehicleID,Vehicle7535
Cust15054,VehicleID,Vehicle16500
Cust15431,VehicleID,Vehicle36836
Cust18380,VehicleID,Vehicle22400
Cust29442,VehicleID,Vehicle4915
Cust26319,VehicleID,Vehicle35645
Cust28932,VehicleID,Vehicle2423
Cust38717,VehicleID,Vehicle22009
Cust31069,VehicleID,Vehicle37100
Cust33086,VehicleID,Vehicle25389
Cust1251,VehicleID,Vehicle7288
Cust37032,VehicleID,Vehicle6875
Cust20950,VehicleID,Vehicle20505
Cust19431,VehicleID,Vehicle20166
Cust29900,VehicleID,Vehicle35255
Cust10706,VehicleID,Vehicle32921
Cust25009,VehicleID,Vehicle6241
Cust23347,VehicleID,Vehicle30173
Cust22617,VehicleID,Vehicle30682
Cust24154,VehicleID,Vehicle12881
Cust9467,VehicleID,Vehicle36010
Cust3019,VehicleID,Vehicle12893
Cust7830,VehicleID,Vehicle15155
Cust16468,VehicleID,Vehicle6882
Cust19508,VehicleID,Vehicle9406
Cust37344,VehicleID,Vehicle39554
Cust5289,VehicleID,Vehicle20600
Cust5642,VehicleID,Vehicle7923
Cust5637,VehicleID,Vehicle20675
Cust16693,VehicleID,Vehicle37142
Cust18474,VehicleID,Vehicle7690
Cust37381,VehicleID,Vehicle8405
Cust32165,VehicleID,Vehicle2946
Cust10510,VehicleID,Vehicle19154
Cust33111,VehicleID,Vehicle38342
Cust14431,VehicleID,Vehicle31383
Cust2066,VehicleID,Vehicle36740
Cust24789,VehicleID,Vehicle15163
Cust5325,VehicleID,Vehicle12197
Cust22509,VehicleID,Vehicle6856
Cust9486,VehicleID,Vehicle33679
Cust8939,VehicleID,Vehicle20151
Cust10340,VehicleID,Vehicle16524
Cust15418,VehicleID,Vehicle39505
Cust21067,VehicleID,Vehicle37589
Cust1761,VehicleID,Vehicle18254
Cust9254,VehicleID,Vehicle15660
Cust18366,VehicleID,Vehicle5842
Cust3972,VehicleID,Vehicle5321
Cust20387,VehicleID,Vehicle8503
Cust24843,VehicleID,Vehicle2571
Cust29359,VehicleID,Vehicle19678
Cust31104,VehicleID,Vehicle8804
Cust7556,VehicleID,Vehicle11264
Cust14457,VehicleID,Vehicle23618
Cust35204,VehicleID,Vehicle31190
Cust6167,VehicleID,Vehicle15576
Cust20896,VehicleID,Vehicle15983
Cust35700,VehicleID,Vehicle6378
Cust14306,VehicleID,Vehicle15920
Cust38828,VehicleID,Vehicle33391
Cust25998,VehicleID,Vehicle13938
Cust30634,VehicleID,Vehicle35888
Cust10001,VehicleID,Vehicle15893
Cust11402,VehicleID,Vehicle29545
Cust22964,VehicleID,Vehicle27230
Cust34517,VehicleID,Vehicle24261
Cust35412,VehicleID,Vehicle37227
Cust8630,VehicleID,Vehicle12959
Cust36492,VehicleID,Vehicle10525
Cust12380,VehicleID,Vehicle30812
Cust14463,VehicleID,Vehicle37929
Cust2630,VehicleID,Vehicle7324
Cust3723,VehicleID,Vehicle27621
Cust28479,VehicleID,Vehicle8460
Cust3403,VehicleID,Vehicle12690
Cust24446,VehicleID,Vehicle3963
Cust36014,VehicleID,Vehicle16675
Cust36748,VehicleID,Vehicle21350
Cust29361,VehicleID,Vehicle27998
Cust21228,VehicleID,Vehicle23405
Cust12325,VehicleID,Vehicle23954
Cust3927,VehicleID,Vehicle14933
Cust13588,VehicleID,Vehicle27870
Cust28294,VehicleID,Vehicle23819
Cust28502,VehicleID,Vehicle23710
Cust26359,VehicleID,Vehicle28437
Cust20254,VehicleID,Vehicle37617
Cust22161,VehicleID,Vehicle15509
Cust35952,VehicleID,Vehicle38477
Cust37071,VehicleID,Vehicle38052
Cust32452,VehicleID,Vehicle8130
Cust9939,VehicleID,Vehicle14729
Cust37673,VehicleID,Vehicle34512
Cust26146,VehicleID,Vehicle9961
Cust11455,VehicleID,Vehicle14937
Cust2224,VehicleID,Vehicle5375
Cust14170,VehicleID,Vehicle38432
Cust27707,VehicleID,Vehicle33945
Cust13153,VehicleID,Vehicle33709
Cust14866,VehicleID,Vehicle16691
Cust16552,VehicleID,Vehicle24769
Cust19292,VehicleID,Vehicle21897
Cust35263,VehicleID,Vehicle26290
Cust31517,VehicleID,Vehicle20303
Cust14270,VehicleID,Vehicle4941
Cust32869,VehicleID,Vehicle28549
Cust17302,VehicleID,Vehicle12548
Cust7957,VehicleID,Vehicle26302
Cust20002,VehicleID,Vehicle34586
Cust3252,VehicleID,Vehicle24307
Cust36845,VehicleID,Vehicle3984
Cust18691,VehicleID,Vehicle15764
Cust6910,VehicleID,Vehicle26276
Cust25186,VehicleID,Vehicle21245
Cust29156,VehicleID,Vehicle5747
Cust2418,VehicleID,Vehicle10437
Cust22778,VehicleID,Vehicle38524
Cust4897,VehicleID,Vehicle24594
Cust21329,VehicleID,Vehicle38923
Cust18592,VehicleID,Vehicle13719
Cust10208,VehicleID,Vehicle24167
Cust19995,VehicleID,Vehicle39000
Cust31791,VehicleID,Vehicle17467
Cust10428,VehicleID,Vehicle5658
Cust8397,VehicleID,Vehicle5929
Cust22254,VehicleID,Vehicle24629
Cust13831,VehicleID,Vehicle4460
Cust27733,VehicleID,Vehicle7827
Cust32567,VehicleID,Vehicle21390
Cust27952,VehicleID,Vehicle11183
Cust18568,VehicleID,Vehicle26548
Cust20177,VehicleID,Vehicle13807
Cust7291,VehicleID,Vehicle16223
Cust22826,VehicleID,Vehicle16954
Cust3659,VehicleID,Vehicle22112
Cust8043,VehicleID,Vehicle8042
Cust37640,VehicleID,Vehicle13168
Cust20272,VehicleID,Vehicle25831
Cust15492,VehicleID,Vehicle19074
Cust14000,VehicleID,Vehicle32403
Cust4369,VehicleID,Vehicle34434
Cust20933,VehicleID,Vehicle21580
Cust29694,VehicleID,Vehicle14095
Cust37679,VehicleID,Vehicle9836
Cust32248,VehicleID,Vehicle39367
Cust35627,VehicleID,Vehicle20774
Cust30073,VehicleID,Vehicle2036
Cust14873,VehicleID,Vehicle15911
Cust20287,VehicleID,Vehicle8382
Cust26747,VehicleID,Vehicle11761
Cust30353,VehicleID,Vehicle3648
Cust33871,VehicleID,Vehicle31899
Cust3839,VehicleID,Vehicle14784
Cust28044,VehicleID,Vehicle18180
Cust12194,VehicleID,Vehicle21230
Cust21826,VehicleID,Vehicle36677
Cust25123,VehicleID,Vehicle36187
Cust31166,VehicleID,Vehicle34572
Cust14641,VehicleID,Vehicle10964
Cust2856,VehicleID,Vehicle5089
Cust9299,VehicleID,Vehicle33755
Cust23954,VehicleID,Vehicle5572
Cust33664,VehicleID,Vehicle8634
Cust18516,VehicleID,Vehicle17508
Cust17771,VehicleID,Vehicle2109
Cust10241,VehicleID,Vehicle1503
Cust19634,VehicleID,Vehicle39339
Cust35089,VehicleID,Vehicle13313
Cust24482,VehicleID,Vehicle13280
Cust35035,VehicleID,Vehicle31349
Cust1644,VehicleID,Vehicle4474
Cust22441,VehicleID,Vehicle23783
Cust15689,VehicleID,Vehicle24808
Cust28705,VehicleID,Vehicle11649
Cust26381,VehicleID,Vehicle21572
Cust24041,VehicleID,Vehicle8650
Cust7266,VehicleID,Vehicle19990
Cust26801,VehicleID,Vehicle32841
Cust8023,VehicleID,Vehicle19251
Cust18718,VehicleID,Vehicle35284
Cust15495,VehicleID,Vehicle9679
Cust33316,VehicleID,Vehicle8132
Cust20351,VehicleID,Vehicle7875
Cust18987,VehicleID,Vehicle35115
Cust1451,VehicleID,Vehicle4647
Cust18653,VehicleID,Vehicle28945
Cust11784,VehicleID,Vehicle15517
Cust6965,VehicleID,Vehicle38911
Cust34083,VehicleID,Vehicle18031
Cust18964,VehicleID,Vehicle18398
Cust10593,VehicleID,Vehicle23445
Cust17746,VehicleID,Vehicle4317
Cust12263,VehicleID,Vehicle8062
Cust23027,VehicleID,Vehicle30276
Cust39392,VehicleID,Vehicle14564
Cust2725,VehicleID,Vehicle3696
Cust17489,VehicleID,Vehicle10276
Cust4878,VehicleID,Vehicle4258
Cust5621,VehicleID,Vehicle36583
Cust4312,VehicleID,Vehicle27983
Cust25434,VehicleID,Vehicle18387
Cust16502,VehicleID,Vehicle1629
Cust18716,VehicleID,Vehicle19321
Cust18990,VehicleID,Vehicle16352
Cust27572,VehicleID,Vehicle10679
Cust12502,VehicleID,Vehicle34333
Cust12681,VehicleID,Vehicle25032
Cust26640,VehicleID,Vehicle11595
Cust14689,VehicleID,Vehicle14805
Cust18898,VehicleID,Vehicle6261
Cust12878,VehicleID,Vehicle18574
Cust35742,VehicleID,Vehicle10400
Cust38501,VehicleID,Vehicle15717
Cust18753,VehicleID,Vehicle23529
Cust2285,VehicleID,Vehicle31737
Cust10475,VehicleID,Vehicle17741
Cust6593,VehicleID,Vehicle26203
Cust8789,VehicleID,Vehicle13786
Cust27945,VehicleID,Vehicle16275
Cust15323,VehicleID,Vehicle5688
Cust16507,VehicleID,Vehicle39306
Cust18007,VehicleID,Vehicle28101
Cust28179,VehicleID,Vehicle15053
Cust11215,VehicleID,Vehicle30938
Cust9787,VehicleID,Vehicle13381
Cust20107,VehicleID,Vehicle11681
Cust7972,VehicleID,Vehicle2292
Cust33108,VehicleID,Vehicle6325
Cust14747,VehicleID,Vehicle12201
Cust8653,VehicleID,Vehicle27714
Cust5540,VehicleID,Vehicle31178
Cust34563,VehicleID,Vehicle36207
Cust25313,VehicleID,Vehicle20795
Cust20934,VehicleID,Vehicle4694
Cust3833,VehicleID,Vehicle28399
Cust14976,VehicleID,Vehicle7031
Cust1727,VehicleID,Vehicle13842
Cust5094,VehicleID,Vehicle24043
Cust16994,VehicleID,Vehicle35307
Cust37725,VehicleID,Vehicle18639
Cust25079,VehicleID,Vehicle5517
Cust37765,VehicleID,Vehicle38014
Cust36377,VehicleID,Vehicle29182
Cust15272,VehicleID,Vehicle37580
Cust34445,VehicleID,Vehicle39109
Cust31175,VehicleID,Vehicle26735
Cust36611,VehicleID,Vehicle19204
Cust12481,VehicleID,Vehicle7195
Cust27006,VehicleID,Vehicle35710
Cust11943,VehicleID,Vehicle18250
Cust23932,VehicleID,Vehicle10978
Cust8963,VehicleID,Vehicle27239
Cust29928,VehicleID,Vehicle11150
Cust26224,VehicleID,Vehicle36862
Cust36786,VehicleID,Vehicle1640
Cust19571,VehicleID,Vehicle7573
Cust3656,VehicleID,Vehicle4000
Cust29543,VehicleID,Vehicle34674
Cust22319,VehicleID,Vehicle23636
Cust12576,VehicleID,Vehicle11963
Cust29502,VehicleID,Vehicle22463
Cust6356,VehicleID,Vehicle3774
Cust1036,VehicleID,Vehicle32126
Cust2648,VehicleID,Vehicle37052
Cust11644,VehicleID,Vehicle15616
Cust12374,VehicleID,Vehicle24293
Cust26931,VehicleID,Vehicle37299
Cust37821,VehicleID,Vehicle18150
Cust19990,VehicleID,Vehicle19051
Cust22014,VehicleID,Vehicle5984
Cust7181,VehicleID,Vehicle13191
Cust9273,VehicleID,Vehicle18348
Cust2570,VehicleID,Vehicle39409
Cust13392,VehicleID,Vehicle24819
Cust2896,VehicleID,Vehicle1482
Cust5665,VehicleID,Vehicle14489
Cust8517,VehicleID,Vehicle29750
Cust34701,VehicleID,Vehicle38759
Cust20773,VehicleID,Vehicle13479
Cust25582,VehicleID,Vehicle4522
Cust25850,VehicleID,Vehicle22459
Cust14709,VehicleID,Vehicle7165
Cust15929,VehicleID,Vehicle12866
Cust6146,VehicleID,Vehicle5805
Cust31843,VehicleID,Vehicle10043
Cust2747,VehicleID,Vehicle17542
Cust39458,VehicleID,Vehicle31751
Cust8998,VehicleID,Vehicle37098
Cust37538,VehicleID,Vehicle22820
Cust26419,VehicleID,Vehicle11489
Cust26511,VehicleID,Vehicle16812
Cust16572,VehicleID,Vehicle3270
Cust26925,VehicleID,Vehicle20727
Cust27307,VehicleID,Vehicle22531
Cust2951,VehicleID,Vehicle30782
Cust1902,VehicleID,Vehicle6444
Cust29451,VehicleID,Vehicle16870
Cust7211,VehicleID,Vehicle17798
Cust4960,VehicleID,Vehicle22421
Cust11071,VehicleID,Vehicle30121
Cust29668,VehicleID,Vehicle1447
Cust30964,VehicleID,Vehicle10860
Cust18572,VehicleID,Vehicle8254
Cust10592,VehicleID,Vehicle39138
Cust5872,VehicleID,Vehicle11620
Cust19087,VehicleID,Vehicle33919
Cust17424,VehicleID,Vehicle36458
Cust18457,VehicleID,Vehicle25321
Cust27752,VehicleID,Vehicle16769
Cust13888,VehicleID,Vehicle18375
Cust7677,VehicleID,Vehicle38874
Cust36060,VehicleID,Vehicle5180
Cust34337,VehicleID,Vehicle7003
Cust20355,VehicleID,Vehicle25111
Cust5838,VehicleID,Vehicle9347
Cust19835,VehicleID,Vehicle25244
Cust3083,VehicleID,Vehicle28641
Cust19015,VehicleID,Vehicle26845
Cust8197,VehicleID,Vehicle4236
Cust9151,VehicleID,Vehicle5140
Cust22398,VehicleID,Vehicle13845
Cust38864,VehicleID,Vehicle24276
Cust24344,VehicleID,Vehicle39182
Cust18887,VehicleID,Vehicle12945
Cust34296,VehicleID,Vehicle25341
Cust30674,VehicleID,Vehicle32889
Cust8477,VehicleID,Vehicle37309
Cust20945,VehicleID,Vehicle14221
Cust33865,VehicleID,Vehicle25005
Cust26021,VehicleID,Vehicle29739
Cust30400,VehicleID,Vehicle27765
Cust13357,VehicleID,Vehicle13912
Cust3606,VehicleID,Vehicle9147
Cust10779,VehicleID,Vehicle26850
Cust32580,VehicleID,Vehicle35898
Cust22765,VehicleID,Vehicle31151
Cust28773,VehicleID,Vehicle33918
Cust23962,VehicleID,Vehicle14015
Cust37411,VehicleID,Vehicle14275
Cust33101,VehicleID,Vehicle29784
Cust5630,VehicleID,Vehicle7196
Cust35986,VehicleID,Vehicle26502
Cust9186,VehicleID,Vehicle30597
Cust29010,VehicleID,Vehicle4976
Cust11083,VehicleID,Vehicle36939
Cust28126,VehicleID,Vehicle9720
Cust25531,VehicleID,Vehicle15263
Cust9079,VehicleID,Vehicle3036
Cust7596,VehicleID,Vehicle28648
Cust34255,VehicleID,Vehicle15303
Cust9419,VehicleID,Vehicle34199
Cust32598,VehicleID,Vehicle36870
Cust15301,VehicleID,Vehicle29366
Cust6121,VehicleID,Vehicle25131
Cust14751,VehicleID,Vehicle7499
Cust18125,VehicleID,Vehicle17829
Cust30676,VehicleID,Vehicle32807
Cust14096,VehicleID,Vehicle23332
Cust12643,VehicleID,Vehicle5547
Cust1643,VehicleID,Vehicle31440
Cust37115,VehicleID,Vehicle31788
Cust27231,VehicleID,Vehicle39880
Cust13498,VehicleID,Vehicle11468
Cust9667,VehicleID,Vehicle5926
Cust2290,VehicleID,Vehicle33736
Cust24451,VehicleID,Vehicle32131
Cust9246,VehicleID,Vehicle36400
Cust7723,VehicleID,Vehicle14378
Cust3990,VehicleID,Vehicle26114
Cust7130,VehicleID,Vehicle36611
Cust35861,VehicleID,Vehicle28182
Cust4961,VehicleID,Vehicle19114
Cust26256,VehicleID,Vehicle8952
Cust8021,VehicleID,Vehicle32692
Cust30482,VehicleID,Vehicle31352
Cust12746,VehicleID,Vehicle20797
Cust8580,VehicleID,Vehicle37364
Cust36089,VehicleID,Vehicle29357
Cust24859,VehicleID,Vehicle38951
Cust30885,VehicleID,Vehicle33285
Cust6414,VehicleID,Vehicle10498
Cust37125,VehicleID,Vehicle30234
Cust13072,VehicleID,Vehicle22412
Cust34498,VehicleID,Vehicle26479
Cust11866,VehicleID,Vehicle25262
Cust26813,VehicleID,Vehicle1968
Cust12445,VehicleID,Vehicle25340
Cust32852,VehicleID,Vehicle39487
Cust38673,VehicleID,Vehicle17169
Cust20660,VehicleID,Vehicle26281
Cust18720,VehicleID,Vehicle30475
Cust29613,VehicleID,Vehicle28694
Cust5976,VehicleID,Vehicle11948
Cust36793,VehicleID,Vehicle25606
Cust25988,VehicleID,Vehicle14146
Cust16217,VehicleID,Vehicle30386
Cust8876,VehicleID,Vehicle32968
Cust11165,VehicleID,Vehicle20929
Cust9347,VehicleID,Vehicle26599
Cust16750,VehicleID,Vehicle4143
Cust38690,VehicleID,Vehicle22949
Cust16620,VehicleID,Vehicle16965
Cust6407,VehicleID,Vehicle34365
Cust29685,VehicleID,Vehicle24771
Cust1941,VehicleID,Vehicle14057
Cust14563,VehicleID,Vehicle37538
Cust6348,VehicleID,Vehicle21775
Cust5236,VehicleID,Vehicle20704
Cust29224,VehicleID,Vehicle12044
Cust28267,VehicleID,Vehicle21789
Cust4291,VehicleID,Vehicle31925
Cust23248,VehicleID,Vehicle7650
Cust33836,VehicleID,Vehicle17201
Cust15437,VehicleID,Vehicle4461
Cust10003,VehicleID,Vehicle37363
Cust21211,VehicleID,Vehicle37178
Cust15306,VehicleID,Vehicle19270
Cust23327,VehicleID,Vehicle27495
Cust34164,VehicleID,Vehicle2955
Cust26508,VehicleID,Vehicle12028
Cust13391,VehicleID,Vehicle23221
Cust23007,VehicleID,Vehicle33491
Cust5442,VehicleID,Vehicle26097
Cust1344,VehicleID,Vehicle7256
Cust16284,VehicleID,Vehicle28776
Cust8373,VehicleID,Vehicle13995
Cust19314,VehicleID,Vehicle26744
Cust13141,VehicleID,Vehicle27647
Cust38983,VehicleID,Vehicle12722
Cust32312,VehicleID,Vehicle1944
Cust18367,VehicleID,Vehicle17865
Cust30735,VehicleID,Vehicle15420
Cust29047,VehicleID,Vehicle38321
Cust23403,VehicleID,Vehicle26960
Cust31096,VehicleID,Vehicle16463
Cust29259,VehicleID,Vehicle9407
Cust26247,VehicleID,Vehicle27853
Cust34606,VehicleID,Vehicle30637
Cust36468,VehicleID,Vehicle36548
Cust24621,VehicleID,Vehicle6738
Cust17924,VehicleID,Vehicle11676
Cust24382,VehicleID,Vehicle16575
Cust7785,VehicleID,Vehicle7226
Cust38751,VehicleID,Vehicle32601
Cust32226,VehicleID,Vehicle9091
Cust25856,VehicleID,Vehicle19215
Cust18029,VehicleID,Vehicle26891
Cust9160,VehicleID,Vehicle4220
Cust19343,VehicleID,Vehicle12790
Cust26110,VehicleID,Vehicle12910
Cust32734,VehicleID,Vehicle39649
Cust7619,VehicleID,Vehicle8719
Cust3380,VehicleID,Vehicle5712
Cust8601,VehicleID,Vehicle21844
Cust19938,VehicleID,Vehicle1815
Cust31019,VehicleID,Vehicle23012
Cust1351,VehicleID,Vehicle11929
Cust10792,VehicleID,Vehicle25050
Cust25851,VehicleID,Vehicle39110
Cust13219,VehicleID,Vehicle31426
Cust25152,VehicleID,Vehicle39879
Cust5480,VehicleID,Vehicle31037
Cust19803,VehicleID,Vehicle33305
Cust38532,VehicleID,Vehicle1401
Cust1553,VehicleID,Vehicle2734
Cust32857,VehicleID,Vehicle18148
Cust7091,VehicleID,Vehicle35486
Cust7516,VehicleID,Vehicle18503
Cust20360,VehicleID,Vehicle16001
Cust13218,VehicleID,Vehicle2672
Cust8930,VehicleID,Vehicle31023
Cust24788,VehicleID,Vehicle38757
Cust16820,VehicleID,Vehicle6874
Cust9466,VehicleID,Vehicle25759
Cust34244,VehicleID,Vehicle24251
Cust24927,VehicleID,Vehicle39758
Cust13772,VehicleID,Vehicle37491
Cust8625,VehicleID,Vehicle12081
Cust37786,VehicleID,Vehicle1419
Cust9519,VehicleID,Vehicle10963
Cust30215,VehicleID,Vehicle14926
Cust7070,VehicleID,Vehicle6987
Cust10791,VehicleID,Vehicle34243
Cust37675,VehicleID,Vehicle4529
Cust36306,VehicleID,Vehicle18471
